"Recalls, Market Withdrawals, & Safety Alerts | FDA",,,,,
Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
02/06/2018,"Frutas Selectas de Tijuana, S. de R.L. of C.V.",Maradol Papayas,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,Bravo Produce Inc.
02/06/2018,H-E-B and Hill Country Fare,Sandwich Bread,"Food & Beverages, Food & Beverage Safety",Potential rubber in the product,H-E-B
02/06/2018,Kabir’s Bakery,Pastries,"Food & Beverages, Food & Beverage Safety",Undeclared Milk,Kabir’s Bakery
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,Casa Sanchez Foods
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Food & Beverage Safety",Foreign matter: small piece of yellow plastic,Casa Sanchez Foods
12/29/2017,"Yorgo's, Trader Joe's","Hummus, tahini sauces, yogurt dips, more","Food & Beverages, Food & Beverage Safety",Listeria,"Yorgo's Foods, Inc."
12/29/2017,Giant,Description Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Giant Food, LLC"
12/29/2017,Stop & Shop,Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,The Stop & Shop Supermarket Company LLC
12/29/2017,GIANT/MARTIN'S,Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"GIANT Food Stores, LLC and MARTIN’S Food Markets"
12/29/2017,Bibi Frutix,Bibi Frutix candy,"Food & Beverages, Food & Beverage Safety",Potential chemical contamination,Harvesters
12/29/2017,Apple Ridge,"Gala, Fuji, Honeycrisp and Golden Delicious apples","Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Jack Brown Produce, Inc."
12/29/2017,Fit & Active,Chocolatey Chip Protein Meal Bars,"Food & Beverages, Food & Beverage Safety",Due to Presence of Plastic Piece,Leclerc
12/29/2017,Springfield Smoked Fish,Smoked fish products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Springfield Smoked Fish
12/29/2017,Comforts,Comforts FOR BABY Purified Water with Fluoride,"Food & Beverages, Food & Beverage Safety",Potential mold contamination - Talaromyces penicillium,Kroger Company
12/23/2017,"Nodine's Smokehouse, Inc.","Smoked Salmon 1.5 lbs, 8 oz","Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Nodine's Smokehouse, Inc."
11/17/2017,Goya,Adobo with cumin seasoning; adobo with pepper seasoning,"Food & Beverages, Food & Beverage Safety",Salmonella,Goya de Puerto Rico
10/25/2017,Newport,Tuna Loins,"Food & Beverages, Food & Beverage Safety",Salmonella,Relish Foods Inc.
10/25/2017,"Albertsons, Safeway Vons, and Pak’N Save",Fresh vegetable trays and cups,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Albertsons, Safeway Vons, and Pak’N Save"
10/25/2017,Ready.Chef.Go!,Seafood meal bags,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Randalls, Tom Thumb and Albertsons"
10/25/2017,"Albertsons, Safeway Vons, and Pak'N Save",Fresh vegetable trays and cups,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Albertsons, Safeway Vons, and Pak'N Save"
10/24/2017,Just Cut,Broccoli Florets,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",Paragon Wholesale Foods Corp.
10/24/2017,Whole Foods Market,Salads sold by the pound at salad bar,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",Whole Foods Market
10/24/2017,"King Soopers, City Market",Deli broccoli salads and coleslaw,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",King Soopers
10/20/2017,BrightFarms,Salad and Basil products,"Food & Beverages, Food & Beverage Safety",E. coli,BrightFarms
10/06/2017,"Rhino 7, Papa Zen, Fifty Shades, and Grand X",Dietary Supplement,"Food & Beverages, Food & Beverage Safety",Unapproved new drug,"Gadget Island, Inc. dba Gear Isle"
03/01/2017,Yoke's Fresh Market,Cheese,"Food & Beverages, Food & Beverage Safety",potential contamination of Listeria monocytogenes,Yoke's Fresh Market
02/15/2017,PC Organics,(various flavors) Baby food pouches,"Food & Beverages, Food & Beverage Safety",Clostridium botulinum,Loblaw Companies Limited
04/10/2020,Starwest Botanicals,Organic cardamom whole green pods,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,Starwest Botanicals
04/09/2020,"Kraken Kratom, Soul Speciosa, and Phytoextractum",Kratom Powder,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,"PDX Aromatics DBA Kraken Kratom, Phytoextractum, and Soul Speciosa"
04/09/2020,Natural Grocers,Coconut Smiles Organic,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,"Vitamin Cottage Natural Food Markets, Inc."
04/09/2020,The Maiden’s Creamery,Raw Goat Milk Cheese,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Good Fields Farm / The Maidens Creamery
04/09/2020,Haggen,Deli products,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,Haggen
04/09/2020,River Valley Sprouts,Alfalfa Sprouts,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,River Valley Sprouts
04/07/2020,"Kraken Kratom, Phytoextractum, & Soul Speciosa",White vein powder & capsule red vein powder products,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,PDX Aromatics
04/07/2020,King Arthur,Organic Coconut Flour,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,King Arthur Flour Company
04/07/2020,Formagere de la Brie,Cheese,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Seacrest Foods International, Inc."
04/07/2020,Healthy Nut Factory,Organic Coconut Smiles,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,The Health Nuts
04/06/2020,"Various: Pain Out, Nirvanio, Cali",various kratom dietary supplements,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Salmonella,"NutriZone, LLC"
04/06/2020,Budget $aver,Ice pops,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Listeria,Ziegenfelder Company
04/06/2020,Herbal-Salvation,Kratom containing powder products,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Salmonella,Viable Solutions
04/06/2020,"Simply Superior, Morey’s",Smoked Salmon Spreads,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Listeria,Superior Foods Company
04/06/2020,Formagerie de la Brie brand,l’Explorateur soft ripened cheese,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Listeria,World’s Best Cheeses
04/06/2020,Greenbelt Microgreens,Microgreen Mix,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Greenbelt Greenhouse LTD
03/31/2020,"Hickory Harvest, Heinens, and Liberty Snacks",ISLAND FRUIT MIX AND ORGANIC NUT MIX PRODUCTS,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Listeria monocytogenes,Hickory Harvest Foods
01/24/2018,Multiple brands,Frozen green beans and mixed vegetables,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,National Frozen Foods Corporation
01/21/2018,Zero For Him,Dietary Supplement,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,Break Ventures / California Basics
01/17/2018,Coconut Tree,Shredded Coconut,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with salmonella,Evershing International Trading Company
01/11/2018,Mary B’s®,Biscuits,"Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Hom/Ade Foods, Inc"
02/08/2018,Cavi,Papayas,"Food & Beverages, Food & Beverage Safety, Fruit/Fruit Product",Salmonella,Agroson’s LLC
12/29/2017,Meijer,Package products containing apple slices,"Food & Beverages, Food & Beverage Safety, Fruit/Fruit Product",Listeria monocytogenes,Meijer
04/09/2020,Organic Go Smile!,Raw Coconut,"Food & Beverages, Food & Beverage Safety, Fruit/Fruit Product , Foodborne Illness",Potential of Salmonella,"International Harvest, Inc"
02/08/2018,"Wildway, Trader Joe's",Grain free granola products,"Food & Beverages, Food & Beverage Safety, Grain/Grain Product",Listeria,Wildway LLC
06/08/2017,Goodseed,Soybean sprouts,"Food & Beverages, Food & Beverage Safety, Grain/Grain Product",Listeria,Happy Sprout Inc
02/08/2018,TPF,Lemongrass Satay; and Shrimp Satay Sauces,"Food & Beverages, Food & Beverage Safety, Gravy/Sauces",Risk for Clostridum Botulinum,"TP Food Processing, Inc."
03/30/2020,Ziyad,Tahini,"Food & Beverages, Food & Beverage Safety, Gravy/Sauces, Foodborne Illness",Salmonella,Ziyad Brothers Importing
02/07/2018,Homemade Gourmet,Dip Trio Mix,"Food & Beverages, Food & Beverage Safety, Gravy/Sauces, Salmonella",Salmonella,"Phoenix Food, LLC"
03/24/2020,H-E-B,Creamy Creations ice creams and sherbets,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy",Due to broken metal in processing equipment,H-E-B
02/09/2018,La Granja INC,Mango Flavored Ice cream,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy",Salmonella,La Granja INC
02/08/2018,The Comfy Cow,Ice Cream,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy",E. coli,The Comfy Cow
03/17/2020,Working Cow Homemade Ice Cream,No Sugar Added Ice Cream (Vanilla; Chocolate flavors),"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy, Foodborne Illness",Listeria monocytogenes,"Working Cow Homemade Ice Cream, Inc."
01/12/2018,"Top's, Purple Cow",Orange Cream Bars,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Fieldbrook Foods Corporation
01/12/2018,"Various brands: Lucerne, Kroger, Sundae Shoppe.",Orange cream bars and chocolate coated vanilla ice cream bars,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Fieldbrook Foods Corporation
01/12/2018,Sundae Shoppe,Raspberry Cream Bars,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Fieldbrook Foods Corporation
02/09/2018,Bulletproof,Collagen protein bars and bites,"Food & Beverages, Food & Beverage Safety, Meal Replacements",Listeria,"Bulletproof 360, Inc. (“Bulletproof”)"
02/09/2018,20/20 Life Styles,Yogurt Peanut Crunch protein bar,"Food & Beverages, Food & Beverage Safety, Meal Replacements",E.coli,Pro Sports Club
05/29/2018,Pious Lion,Product containing kratom,"Food & Beverages, Food & Beverage Safety, Meal Replacements, Foodborne Illness",Salmonella,Pious Lion
10/05/2018,Ladyfingers,Country Ham Rolls,"Food & Beverages, Food & Beverage Safety, Meat/Meat Products & Poultry, Pork/Pork Product",Listeria,"Ladyfingers Catering, LLC"
10/05/2018,Callie's Charleston Biscuits,Country Ham Biscuits and Cocktail Ham Biscuits,"Food & Beverages, Food & Beverage Safety, Meat/Meat Products & Poultry, Pork/Pork Product, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Callie's Charleston Biscuits LLC
02/09/2018,Simple Truth,Macadamia Nuts,"Food & Beverages, Food & Beverage Safety, Nuts & Nut Products",Listeria monocytogenes,Kroger
03/17/2020,Mauna Loa,Macadamia Nuts,"Food & Beverages, Food & Beverage Safety, Nuts & Nut Products, Foodborne Illness",Due to a potential contamination of Escherichia coli (E. coli),Mauna Loa Macadamia Nut Corporation
10/10/2018,Bazzini’s,Pistachios,"Food & Beverages, Food & Beverage Safety, Nuts & Nut Products, Foodborne Illness",Potential to be contaminated with salmonella,Bazzini LLC
02/09/2018,(no brand name) Edamame,Edamame (Soybeans),"Food & Beverages, Food & Beverage Safety, Organic Food / Home Grown",Listeria,Advanced Fresh Concepts Franchise Corp.
04/07/2020,Buenas,Grated coconut,"Food & Beverages, Food & Beverage Safety, Organic Food / Home Grown, Foodborne Illness",Salmonella,Global Commodities Corporation
03/23/2020,"Premo, Fresh Grab",Sandwiches,"Food & Beverages, Food & Beverage Safety, Prepared Food",Potential to be contaminated with Listeria monocytogenes,Lipari Foods LLC
02/09/2018,Bush’s Best,Baked Beans,"Food & Beverages, Food & Beverage Safety, Prepared Food",Potential harmful bacteria contamination due to defective side seams,Bush Brother’s & Company
02/09/2018,Fusia,Szechuan Stir Fry,"Food & Beverages, Food & Beverage Safety, Prepared Food",potential to be contaminated with Listeria monocytogenes,"Versa Marketing, Inc."
02/08/2018,Sunmba,Frozen Ajiaco (vegetables mix),"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,Barberi International Inc.
02/08/2018,"Hannaford, Nice!, Fresh Selects, Enza's Choice","Egg Salad Sandwiches, Ham Salad Sandwiches, and Seafood Stuffing","Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,"Greencore USA, LLC"
02/08/2018,Menu Del Sol,Beans & Cheese Burritos,"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria,Sigma Alimentos Congelados
02/08/2018,Wegmans,O’Brien frozen hash browns,"Food & Beverages, Food & Beverage Safety, Prepared Food",Foreign Material,"McCain Foods USA, Inc."
02/08/2018,CC Kitchens,Salad and Slaw kits containing leafy greens,"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria,CC Kitchens
02/07/2018,King Soopers,Deli Chicken Salad Sandwich,"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria,King Soopers
02/07/2018,"Aunt Jemima, Hungry Man","Pancakes, waffles, toast","Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,"Pinnacle Foods, Inc."
02/06/2018,Roundy’s Brand and Harris Teeter Brand,Frozen hash browns,"Food & Beverages, Food & Beverage Safety, Prepared Food",Potential Foreign Material,"McCain Foods USA, Inc."
02/06/2018,Veggie Noodle Co,Butternut Spirals,"Food & Beverages, Food & Beverage Safety, Prepared Food",possible contamination with Listeria monocytogenes,Veggie Noodle Co
10/26/2017,"Charlie's Produce, Alaska Carrot",Salad kits and stir fry mixes,"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,Triple B Corporation
10/26/2017,CP Fresh,Salad kits and stir fry mixes,"Food & Beverages, Food & Beverage Safety, Prepared Food",Possible Contamination with Listeria Monocytogenes,Triple B Corporation
10/12/2017,"Hannaford, Nice!, Fresh Selects, Enza's Choice","Egg Salad Sandwiches, Ham Salad Sandwiches, and Seafood Stuffing","Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,"Greencore USA, LLC"
03/20/2020,Premo Brand,Turkey and Cheese Wedge Sandwiches,"Food & Beverages, Food & Beverage Safety, Prepared Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,"Lipari Foods, LLC"
03/25/2020,Now Real Food,Zesty Sprouting Mix,"Food & Beverages, Food & Beverage Safety, Produce",Potential Salmonella contamination,"Now Health Group, Inc."
03/25/2020,Del Monte,Vegetable Trays,"Food & Beverages, Food & Beverage Safety, Produce",Cyclospora,"Del Monte Fresh Produce N.A., Inc."
05/25/2018,Private Brand,Frozen Broccoli Cuts,"Food & Beverages, Food & Beverage Safety, Produce",Listeria,"Giant Food, LLC"
05/25/2018,Private Brand,Frozen Broccoli Cuts,"Food & Beverages, Food & Beverage Safety, Produce",Listeria,"Giant Food Stores, LLC"
05/25/2018,Private Brand,Frozen Broccoli Cuts,"Food & Beverages, Food & Beverage Safety, Produce",Listeria,Stop & Shop
02/09/2018,Season's Choice,Sweet Peas,"Food & Beverages, Food & Beverage Safety, Produce",Listeria,"Lakeside Foods, Inc."
02/08/2018,BrightFarms,Salad Greens,"Food & Beverages, Food & Beverage Safety, Produce",Potential Prresence of Metal Pieces From Construction,BrightFarms
02/08/2018,Pictsweet Farms,Breaded Okra,"Food & Beverages, Food & Beverage Safety, Produce",May contain glass fragments,The Pictsweet Company
02/06/2018,Choice Farms,Stuffed mushrooms,"Food & Beverages, Food & Beverage Safety, Produce",potential for Listeria monocytogenes contamination,Choice Farms LLC
12/29/2017,Nature's Touch,Frozen Green Beans,"Food & Beverages, Food & Beverage Safety, Produce",Listeria monocytogenes,Nature's Touch Frozen Foods LLC
10/24/2017,Pacific Coast Fruit Company,Bagged Processed Salads,"Food & Beverages, Food & Beverage Safety, Produce",potential contamination of Listeria monocytogenes,Pacific Coast Fruit Company
10/24/2017,Meijer,Various packaged produce items,"Food & Beverages, Food & Beverage Safety, Produce",potential contamination with Listeria monocytogenes,Meijer
10/19/2017,Mann's,Vegetable Products,"Food & Beverages, Food & Beverage Safety, Produce",Listeria monocytogenes,Mann Packing
04/06/2020,"Giant Eagle, Market District and GetGo",items prepared with romaine lettuce,"Food & Beverages, Food & Beverage Safety, Produce, Foodborne Illness",Due to Potential E. coli Contamination,"Giant Eagle, Inc."
12/29/2017,Springfield,Pre-sliced Nova Salmon,"Food & Beverages, Food & Beverage Safety, Seafood/Seafood Product",Listeria monocytogenes,Springfield Smoked Fish
03/30/2020,Golden International brand or none,Farm Raised Frozen whole tilapia fish IQF,"Food & Beverages, Food & Beverage Safety, Seafood/Seafood Product, Foodborne Illness",Potential to be contaminated with salmonella,Golden International Corporation
02/09/2018,L.A. Lucky Brand,Sweet Basil Seeds,"Food & Beverages, Food & Beverage Safety, Seeds",Salmonella,L.A. Lucky Import & Export
04/09/2020,Oregon Food Bank,Pumpkin Seeds,"Food & Beverages, Food & Beverage Safety, Seeds, Foodborne Illness",Potential to be contaminated with Listeria species,Oregon Food Bank
03/23/2020,Goldfish,Crackers,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Potential to be contaminated with salmonella,Pepperidge Farm
06/28/2018,Talking Rain,Sparkling Ice Cherry Limeade,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Off Taste Off Odor,Talking Rain
02/09/2018,"Country Fresh, Southwest, Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese","Food & Beverages, Food & Beverage Safety, Snack Food Item",potential of being contaminated with Listeria monocytogenes,Country Fresh
02/09/2018,I.M. Healthy,Original creamy SoyNut Butter,"Food & Beverages, Food & Beverage Safety, Snack Food Item",may be contaminated with Escherichia coli O157:H7 bacteria,SoyNut Butter Co.
02/08/2018,Trader Joe's,Apple Sauce,"Food & Beverages, Food & Beverage Safety, Snack Food Item",potential presence of glass pieces,"Manzana Products Co., Inc."
02/08/2018,"Market Basket, Wholesome Pantry, Nature’s Promise, more",Trail Mixes,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Listeria monocytogenes,United Natural Trading LLC
02/08/2018,Publix,Tropical Medley Mix,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Listeria monocytogenes,Publix Super Markets
02/07/2018,"Hostess Brands, LLC",Holiday White Peppermint Hostess® Twinkies,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Salmonella,"Hostess Brands, LLC"
02/07/2018,Publix,Publix Deli Artichoke and Spinach Dip,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Small glass fragments,Publix Super Markets
02/06/2018,Hy-Vee,Candy Trays,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Salmonella,"Name Hy-Vee, Inc."
02/06/2018,Lays and Miss Vickie’s,Jalapeno Flavored Kettle Cooked Potato Chips,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Salmonella,Frito-Lay
06/09/2017,"Fresh Selections by Kroger, Club Chef LLC",Snack kits containing vegetables,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Listeria,Club Chef LLC
03/23/2020,Taco Bell,Salsa Con Queso Mild Cheese Dip,"Food & Beverages, Food & Beverage Safety, Snack Food Item, Foodborne Illness",Potential growth of Clostridium botulinum (C. botulinum),Kraft Heinz
07/23/2018,Ritz,Cracker Sandwiches,"Food & Beverages, Food & Beverage Safety, Snack Food Item, Foodborne Illness",Potential to be contaminated with salmonella,Mondelez Global LLC
10/24/2017,H-E-B,Soup,"Food & Beverages, Food & Beverage Safety, Soup",may be contaminated with Listeria monocytogenes,H-E-B
02/09/2018,Hunt’s,Chili Kit,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Conagra Brands, Inc."
02/09/2018,Farming Fish,Organic Basil Pesto,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Listeria,Local Bounty
02/09/2018,Nabelsi,Thyme,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Lead Contaminant,Aroma Imports Inc.
02/09/2018,Tupperware,Southwest Chipotle Seasoning,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Tupperware U.S., Inc."
10/16/2017,Spicely Organics,Organic Tarragon,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Organic Spices, Inc. dba Spicely Organics"
05/01/2017,Organic Veda,Ginger Powder,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,Lord Organics
02/08/2018,Hampton Farms,Cashews,"Food & Beverages, Food & Beverage Safety, Tree Nuts",Listeria,Ava’s
02/08/2018,Southern Grove,Cashews Halves and Pieces with sea salt,"Food & Beverages, Food & Beverage Safety, Tree Nuts",Foreign Material,Star Snacks Co.
02/08/2018,Meijer,Greek and Low Fat Yogurts,"Food & Beverages, Food & Beverage Safety, Yogurt/Yogurt Product",Potential risk of a small glass particles,Meijer
07/02/2020,Signature Farms,Garden Salad,"Food & Beverages, Foodborne Illness",Possible Cyclospora Contamination,Jewel-Osco
04/14/2020,Guan's Mushroom Co.,Enoki Mushroom,"Food & Beverages, Foodborne Illness",Potential Listeria monocytogenes,Guan's Mushroom Co.
04/14/2020,H&C Food Inc.,Enoki mushrooms,"Food & Beverages, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,H&C Food Inc.
03/16/2020,AFC Distribution Corp.,Cooked Butterfly Tail-On Whiteleg Shrimp (Sushi Ebi),"Food & Beverages, Foodborne Illness",Potential to be contaminated with Vibrio parahaemolyticus,AFC Distribution Corp.
03/16/2020,Chicago Indoor Garden,"Red Clover Sprouts, Sprout Salad, Mixed Greens, Spring Salad","Food & Beverages, Foodborne Illness",Presence of E. coli 0103,Chicago Indoor Garden
03/11/2020,"Northwest Cuisine Creations, Fresh&Local",Sandwiches,"Food & Beverages, Foodborne Illness",May be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7).,"Spokane Produce, Inc."
01/21/2020,Sham Gardens,Tahina,"Food & Beverages, Foodborne Illness",Potential to be contaminated with Salmonella,Five Star Food Inc.
10/31/2019,"Season’s Choice, Raley’s","Frozen raspberries, frozen berry mixes","Food & Beverages, Fruit/Fruit Product",Potential to be contaminated with Hepatitis A,Wawona Frozen Foods
10/23/2019,Parivar,Dry Dates,"Food & Beverages, Fruit/Fruit Product",High Sulfite Content,Dilips Ceramics Inc dba Shivam Distributors
10/16/2019,Keshav,Dry Apricot,"Food & Beverages, Fruit/Fruit Product",Sulfites,Peekay International Inc.
10/10/2019,Arla,"Apetina Marinated Feta & Olives in Oil, Pitted","Food & Beverages, Fruit/Fruit Product",Potential to be contaminated with Clostridium botulinum,UNFI
10/04/2019,Cornerstone,Frozen Blackberries,"Food & Beverages, Fruit/Fruit Product",Norovirus,Cornerstone Premium Foods
06/14/2019,Parivar,Dry Dates,"Food & Beverages, Fruit/Fruit Product",High Sulfite Content,SHIVAM DISTRIBUTORS
06/14/2019,WinCo Foods,Frozen Red Raspberries,"Food & Beverages, Fruit/Fruit Product",Norovirus,"WinCo Foods, LLC"
06/12/2019,Kirkland Signature,Three Berry Blend,"Food & Beverages, Fruit/Fruit Product",Hepatitis A,"Townsend Farms, Inc."
06/07/2019,Private Selection,Frozen Triple Berry Medley,"Food & Beverages, Fruit/Fruit Product",Possible Hepatitis A Contamination,The Kroger Co.
04/18/2019,"Caito Foods, Renaissance Food Group, Open Acres, Garden Highway and others","Fresh cut watermelon, honeydew, cantaloupe and mixed fruit melons","Food & Beverages, Fruit/Fruit Product",Potential to be contaminated with salmonella,Caito Foods
02/01/2019,Simple Truth Organic,Fruit Puree with Nonfat Greek Yogurt pouch,"Food & Beverages, Fruit/Fruit Product",Undeclared milk,Perrigo Company
02/01/2019,"Jac. Vandenberg, Inc.","Peaches, nectarines, plums","Food & Beverages, Fruit/Fruit Product",Listeria,"Jac. Vandenberg, Inc."
05/22/2019,Laxmi,Dried Apricot,"Food & Beverages, Fruit/Fruit Product , Contaminants",Undeclared sulfites,House Of Spices India
11/02/2020,Natural Grocers,Organic Whole Elder Berries,"Food & Beverages, Fruit/Fruit Product , Foodborne Illness",Salmonella,"Vitamin Cottage Natural Food Markets, Inc."
10/07/2020,"Kandy Brand, Meijer Brand","Whole Cantaloupe, Select Cut Cantaloupe Fruit Trays & Bowls","Food & Beverages, Fruit/Fruit Product , Foodborne Illness",Salmonella,Meijer
03/25/2019,Henry Avocado Corporation,California-grown conventional and organic avocados,"Food & Beverages, Fruit/Fruit Product , Produce",Potential to be contaminated with Listeria monocytogenes,Henry Avocado Corporation
05/03/2019,Gia Russa,Bread crumbs,"Food & Beverages, Grain/Grain Product",Undeclared walnuts and pecans,"ICCO Cheese Company, Inc."
07/19/2019,Ragu,Pasta sauce,"Food & Beverages, Gravy/Sauces",Potential contamination with plastic fragments,"Mizkan America, Inc."
07/11/2019,PICS,Soy Sauce,"Food & Beverages, Gravy/Sauces",Undeclared Fish,"Baumer Foods, Inc."
06/21/2019,Brand Castle and Sisters Gourmet,Cookie and brownie mixes,"Food & Beverages, Human Food Safety",May be contaminated with pathogenic E. coli,"Brand Castle, LLC"
03/11/2020,Kitchen Cravings,Strawberry and Mixed Berry Parfaits,"Food & Beverages, Ice Cream/Frozen Dairy",Undeclared cashews or almonds.,"Kwik Trip, Inc."
10/09/2019,Blue Bell,Butter Crunch Ice Cream,"Food & Beverages, Ice Cream/Frozen Dairy",Foreign object,Blue Bell Ice Cream
04/17/2019,Weis Quality,Banana Puddin’ Ice Cream,"Food & Beverages, Ice Cream/Frozen Dairy",Undeclared Egg,Weis Markets
04/16/2019,Ben & Jerry’s,Coconut Seven Layer Bar bulk and Ben & Jerry’s Chunky Monkey ice cream,"Food & Beverages, Ice Cream/Frozen Dairy",Undeclared Tree Nut,Unilever
04/01/2019,NadaMoo!,Strawberry Cheesecake Non-Dairy Frozen,"Food & Beverages, Ice Cream/Frozen Dairy",Undeclared Almond,"Little Red Rooster Ice Cream Company, d/b/a NadaMoo!"
10/19/2018,Working Cow,Ice Cream,"Food & Beverages, Ice Cream/Frozen Dairy",Potential to be contaminated with Listeria monocytogenes,"Working Cow Homemade, Inc."
05/14/2020,Peekaboo,Mint Chocolate Chip with Hidden Spinach Ice Cream,"Food & Beverages, Ice Cream/Frozen Dairy, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Ramar Foods
05/17/2019,Coolhaus,Dairy Free Horchata Frozen Dessert Sandwich,"Food & Beverages, Ice Cream/Frozen Dairy, Snack Food Item",Undeclared Milk,"Farchitecture BB, LLC, dba Coolhaus"
06/21/2019,Parent's Choice,Advantage Infant Formula Milk Based Powder with Iron,"Food & Beverages, Infant Formula & Foods",Potential presence of metal foreign material,Perrigo Company plc
05/02/2019,Caribeña,Papaya Maradol,"Food & Beverages, Juice",Salmonella,Grande Produce
02/11/2019,WTRMLN WTR,Cold pressed juiced watermelon,"Food & Beverages, Juice",Possible Presence of Soft Plastic Pieces,"World Waters, LLC"
